subject_id,standard_id,academic_band,academic_order,classes,strand_id,strand_title,english,irish
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,leithscéal a ghabháil,
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,sásamh nó míshásamh a léiriú agus fiosrú fúthu,
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,aontú nó easaontú le ráiteas,
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,ábaltacht nó easpa ábaltachta a léiriú,
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,séanadh,
4,1,,,Junior Infants & Senior Infants,,Dearcadh a léiriú agus a lorg,maithiúnas a thabhairt,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,léiriú gur gá nó nach gá rud éigin a dhéanamh agus fiosrú faoi,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,léiriú faoina bhfuil ar intinn agus fiosrú faoi,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,tuiscint ar rud éigin a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,léiriú gur cuma le duine,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,aiféala a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,tacaíocht a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,díomá a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,dóchas a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,ligean air/uirthi,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,scéalta nó scéilíní grinn a chumadh nó a insint,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,"eolas nó aineolas, cuimhne nó easpa cuimhne a léiriú agus fiosrú fúthu",
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,cinnteacht nó éiginnteacht a léiriú agus fiosrú fúthu,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,leibhéal dóchúlachta a léiriú agus fiosrú faoi,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,"gan amhras, is dócha, is féidir, ní móide, gan seans",
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,taitneamh nó easpa taitnimh a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,mianta a léiriú agus fiosrú a dhéanamh,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,rogha a léiriú agus fiosrú fúithi,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,leithscéal a ghabháil,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,sásamh nó míshásamh a léiriú agus fiosrú fúthu,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,aontú nó easaontú le ráiteas,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,ábaltacht nó easpa ábaltachta a léiriú,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,séanadh,
4,1,,,1st Class & 2nd Class,,Dearcadh a léiriú agus a lorg,maithiúnas a thabhairt,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,léiriú gur gá nó nach gá rud éigin a dhéanamh agus fiosrú faoi,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,léiriú faoina bhfuil ar intinn agus fiosrú faoi,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,tuiscint ar rud éigin a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,léiriú gur cuma le duine,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,aiféala a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,tacaíocht a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,díomá a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,dóchas a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,ligean air/uirthi,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,scéalta nó scéilíní grinn a chumadh nó a insint,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,"eolas nó aineolas, cuimhne nó easpa cuimhne a léiriú agus fiosrú fúthu",
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,cinnteacht nó éiginnteacht a léiriú agus fiosrú fúthu,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,leibhéal dóchúlachta a léiriú agus fiosrú faoi,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,"gan amhras, is dócha, is féidir, ní móide, gan seans",
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,taitneamh nó easpa taitnimh a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,mianta a léiriú agus fiosrú a dhéanamh,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,rogha a léiriú agus fiosrú fúithi,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,leithscéal a ghabháil,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,sásamh nó míshásamh a léiriú agus fiosrú fúthu,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,aontú nó easaontú le ráiteas,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,ábaltacht nó easpa ábaltachta a léiriú,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,séanadh,
4,1,,,3rd Class & 4th Class,,Dearcadh a léiriú agus a lorg,maithiúnas a thabhairt,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,léiriú gur gá nó nach gá rud éigin a dhéanamh agus fiosrú faoi,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,léiriú faoina bhfuil ar intinn agus fiosrú faoi,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,tuiscint ar rud éigin a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,léiriú gur cuma le duine,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,aiféala a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,tacaíocht a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,díomá a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,dóchas a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,ligean air/uirthi,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,scéalta nó scéilíní grinn a chumadh nó a insint,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,"eolas nó aineolas, cuimhne nó easpa cuimhne a léiriú agus fiosrú fúthu",
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,cinnteacht nó éiginnteacht a léiriú agus fiosrú fúthu,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,leibhéal dóchúlachta a léiriú agus fiosrú faoi,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,"gan amhras, is dócha, is féidir, ní móide, gan seans",
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,taitneamh nó easpa taitnimh a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,mianta a léiriú agus fiosrú a dhéanamh,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,rogha a léiriú agus fiosrú fúithi,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,leithscéal a ghabháil,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,sásamh nó míshásamh a léiriú agus fiosrú fúthu,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,aontú nó easaontú le ráiteas,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,ábaltacht nó easpa ábaltachta a léiriú,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,séanadh,
4,1,,,5th Class & 6th Class,,Dearcadh a léiriú agus a lorg,maithiúnas a thabhairt,
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,aithint,
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,tuairisciú,
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,teachtaireacht a thabhairt,
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,"ceartú, le béim chuí",
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,ceisteanna a chur ,
4,1,,,Junior Infants & Senior Infants,,Eolas a thabhairt agus a lorg,ceisteanna a fhreagairt,
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,aithint,
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,tuairisciú,
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,teachtaireacht a thabhairt,
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,"ceartú, le béim chuí",
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,ceisteanna a chur ,
4,1,,,1st Class & 2nd Class,,Eolas a thabhairt agus a lorg,ceisteanna a fhreagairt,
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,aithint,
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,tuairisciú,
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,teachtaireacht a thabhairt,
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,"ceartú, le béim chuí",
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,ceisteanna a chur ,
4,1,,,3rd Class & 4th Class,,Eolas a thabhairt agus a lorg,ceisteanna a fhreagairt,
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,aithint,
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,tuairisciú,
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,teachtaireacht a thabhairt,
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,"ceartú, le béim chuí",
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,ceisteanna a chur ,
4,1,,,5th Class & 6th Class,,Eolas a thabhairt agus a lorg,ceisteanna a fhreagairt,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,oscailt,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,féincheartú,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,cur síos a dhéanamh céim ar chéim,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,coimriú,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,teacht ar thuairim,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,deireadh a chur,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,tús a chur le comhrá teileafóin,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,duine ar leith a lorg ar an teileafón,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,léiriú go nglaofar arís ar an teileafón,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,tús a chur le litir,
4,1,,,Junior Infants & Senior Infants,,Struchtúr a chur ar chomhrá,deireadh a chur le litir,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,oscailt,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,féincheartú,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,cur síos a dhéanamh céim ar chéim,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,coimriú,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,teacht ar thuairim,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,deireadh a chur,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,tús a chur le comhrá teileafóin,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,duine ar leith a lorg ar an teileafón,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,léiriú go nglaofar arís ar an teileafón,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,tús a chur le litir,
4,1,,,1st Class & 2nd Class,,Struchtúr a chur ar chomhrá,deireadh a chur le litir,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,oscailt,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,féincheartú,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,cur síos a dhéanamh céim ar chéim,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,coimriú,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,teacht ar thuairim,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,deireadh a chur,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,tús a chur le comhrá teileafóin,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,duine ar leith a lorg ar an teileafón,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,léiriú go nglaofar arís ar an teileafón,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,tús a chur le litir,
4,1,,,3rd Class & 4th Class,,Struchtúr a chur ar chomhrá,deireadh a chur le litir,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,oscailt,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,féincheartú,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,cur síos a dhéanamh céim ar chéim,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,coimriú,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,teacht ar thuairim,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,deireadh a chur,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,tús a chur le comhrá teileafóin,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,duine ar leith a lorg ar an teileafón,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,léiriú go nglaofar arís ar an teileafón,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,tús a chur le litir,
4,1,,,5th Class & 6th Class,,Struchtúr a chur ar chomhrá,deireadh a chur le litir,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Mé féin,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Sa bhaile,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,An scoil,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Bia,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,An teilifís,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Siopadóireacht,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Caitheamh aimsire,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Éadaí,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,An aimsir,
4,1,,,Junior Infants & Senior Infants,,Na téamaí,Ócáidí speisialta,
4,1,,,1st Class & 2nd Class,,Na téamaí,Mé féin,
4,1,,,1st Class & 2nd Class,,Na téamaí,Sa bhaile,
4,1,,,1st Class & 2nd Class,,Na téamaí,An scoil,
4,1,,,1st Class & 2nd Class,,Na téamaí,Bia,
4,1,,,1st Class & 2nd Class,,Na téamaí,An teilifís,
4,1,,,1st Class & 2nd Class,,Na téamaí,Siopadóireacht,
4,1,,,1st Class & 2nd Class,,Na téamaí,Caitheamh aimsire,
4,1,,,1st Class & 2nd Class,,Na téamaí,Éadaí,
4,1,,,1st Class & 2nd Class,,Na téamaí,An aimsir,
4,1,,,1st Class & 2nd Class,,Na téamaí,Ócáidí speisialta,
4,1,,,3rd Class & 4th Class,,Na téamaí,Mé féin,
4,1,,,3rd Class & 4th Class,,Na téamaí,Sa bhaile,
4,1,,,3rd Class & 4th Class,,Na téamaí,An scoil,
4,1,,,3rd Class & 4th Class,,Na téamaí,Bia,
4,1,,,3rd Class & 4th Class,,Na téamaí,An teilifís,
4,1,,,3rd Class & 4th Class,,Na téamaí,Siopadóireacht,
4,1,,,3rd Class & 4th Class,,Na téamaí,Caitheamh aimsire,
4,1,,,3rd Class & 4th Class,,Na téamaí,Éadaí,
4,1,,,3rd Class & 4th Class,,Na téamaí,An aimsir,
4,1,,,3rd Class & 4th Class,,Na téamaí,Ócáidí speisialta,
4,1,,,5th Class & 6th Class,,Na téamaí,Mé féin,
4,1,,,5th Class & 6th Class,,Na téamaí,Sa bhaile,
4,1,,,5th Class & 6th Class,,Na téamaí,An scoil,
4,1,,,5th Class & 6th Class,,Na téamaí,Bia,
4,1,,,5th Class & 6th Class,,Na téamaí,An teilifís,
4,1,,,5th Class & 6th Class,,Na téamaí,Siopadóireacht,
4,1,,,5th Class & 6th Class,,Na téamaí,Caitheamh aimsire,
4,1,,,5th Class & 6th Class,,Na téamaí,Éadaí,
4,1,,,5th Class & 6th Class,,Na téamaí,An aimsir,
4,1,,,5th Class & 6th Class,,Na téamaí,Ócáidí speisialta,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,litriú a lorg,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,iarraidh ar dhuine éigin rud éigin a scríobh,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,athrá nó méid áirithe athrá a lorg,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,caint níos moille a lorg,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,easpa cumais a lorg,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,eolas breise nó deimhniú ar thuiscint a lorg,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,easpa tuisceana a léiriú,
4,1,,,Junior Infants & Senior Infants,,Soiléiriú a lorg i gcomhrá,cabhair a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,litriú a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,iarraidh ar dhuine éigin rud éigin a scríobh,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,athrá nó méid áirithe athrá a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,caint níos moille a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,easpa cumais a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,eolas breise nó deimhniú ar thuiscint a lorg,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,easpa tuisceana a léiriú,
4,1,,,1st Class & 2nd Class,,Soiléiriú a lorg i gcomhrá,cabhair a lorg,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,litriú a lorg,
4,1,,,,,Soiléiriú a lorg i gcomhrá,iarraidh ar dhuine éigin rud éigin a scríobh,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,athrá nó méid áirithe athrá a lorg,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,caint níos moille a lorg,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,easpa cumais a lorg,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,eolas breise nó deimhniú ar thuiscint a lorg,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,easpa tuisceana a léiriú,
4,1,,,3rd Class & 4th Class,,Soiléiriú a lorg i gcomhrá,cabhair a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,litriú a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,iarraidh ar dhuine éigin rud éigin a scríobh,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,athrá nó méid áirithe athrá a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,caint níos moille a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,easpa cumais a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,eolas breise nó deimhniú ar thuiscint a lorg,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,easpa tuisceana a léiriú,
4,1,,,5th Class & 6th Class,,Soiléiriú a lorg i gcomhrá,cabhair a lorg,
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,"cead a lorg, a thabhairt agus a dhiúltú",
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,buíochas a léiriú,
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,smaoineamh a chur chun cinn,
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,iarraidh ar dhuine éigin rud éigin a dhéanamh,
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,impí ar dhuine,
4,1,,,Junior Infants & Senior Infants,,Dul i gcion ar dhuine nó ar dhaoine eile,áiteamh ar dhuine,
